sample	unit	fq1	fq2
CZB018	161004_D00261_0367_ACA2LEANXX_1_SX-PE-044	CZB018_161004_D00261_0367_ACA2LEANXX_1_SX-PE-044_1.fastq.gz	CZB018_161004_D00261_0367_ACA2LEANXX_1_SX-PE-044_2.fastq.gz
CZB020	161004_D00261_0367_ACA2LEANXX_1_SX-PE-062	CZB020_161004_D00261_0367_ACA2LEANXX_1_SX-PE-062_1.fastq.gz	CZB020_161004_D00261_0367_ACA2LEANXX_1_SX-PE-062_2.fastq.gz
CZB024	161004_D00261_0367_ACA2LEANXX_1_SX-PE-061	CZB024_161004_D00261_0367_ACA2LEANXX_1_SX-PE-061_1.fastq.gz	CZB024_161004_D00261_0367_ACA2LEANXX_1_SX-PE-061_2.fastq.gz
CZB025	161004_D00261_0367_ACA2LEANXX_1_SX-PE-050	CZB025_161004_D00261_0367_ACA2LEANXX_1_SX-PE-050_1.fastq.gz	CZB025_161004_D00261_0367_ACA2LEANXX_1_SX-PE-050_2.fastq.gz
CZB027	161004_D00261_0367_ACA2LEANXX_2_SX-PE-028	CZB027_161004_D00261_0367_ACA2LEANXX_2_SX-PE-028_1.fastq.gz	CZB027_161004_D00261_0367_ACA2LEANXX_2_SX-PE-028_2.fastq.gz
CZB029	161004_D00261_0367_ACA2LEANXX_4_SX-PE-008	CZB029_161004_D00261_0367_ACA2LEANXX_4_SX-PE-008_1.fastq.gz	CZB029_161004_D00261_0367_ACA2LEANXX_4_SX-PE-008_2.fastq.gz
CZB029	161020_D00261_0369_AC9WREANXX_4_SX-PE-008	CZB029_161020_D00261_0369_AC9WREANXX_4_SX-PE-008_1.fastq.gz	CZB029_161020_D00261_0369_AC9WREANXX_4_SX-PE-008_2.fastq.gz
CZB030	161004_D00261_0367_ACA2LEANXX_2_SX-PE-069	CZB030_161004_D00261_0367_ACA2LEANXX_2_SX-PE-069_1.fastq.gz	CZB030_161004_D00261_0367_ACA2LEANXX_2_SX-PE-069_2.fastq.gz
CZB031	161004_D00261_0367_ACA2LEANXX_3_SX-PE-020	CZB031_161004_D00261_0367_ACA2LEANXX_3_SX-PE-020_1.fastq.gz	CZB031_161004_D00261_0367_ACA2LEANXX_3_SX-PE-020_2.fastq.gz
CZB033	161004_D00261_0367_ACA2LEANXX_3_SX-PE-046	CZB033_161004_D00261_0367_ACA2LEANXX_3_SX-PE-046_1.fastq.gz	CZB033_161004_D00261_0367_ACA2LEANXX_3_SX-PE-046_2.fastq.gz
CZB036	161004_D00261_0367_ACA2LEANXX_4_SX-PE-006	CZB036_161004_D00261_0367_ACA2LEANXX_4_SX-PE-006_1.fastq.gz	CZB036_161004_D00261_0367_ACA2LEANXX_4_SX-PE-006_2.fastq.gz
CZB036	161020_D00261_0369_AC9WREANXX_4_SX-PE-006	CZB036_161020_D00261_0369_AC9WREANXX_4_SX-PE-006_1.fastq.gz	CZB036_161020_D00261_0369_AC9WREANXX_4_SX-PE-006_2.fastq.gz
CZB037	161004_D00261_0367_ACA2LEANXX_3_SX-PE-018	CZB037_161004_D00261_0367_ACA2LEANXX_3_SX-PE-018_1.fastq.gz	CZB037_161004_D00261_0367_ACA2LEANXX_3_SX-PE-018_2.fastq.gz
CZB040	161004_D00261_0367_ACA2LEANXX_2_SX-PE-095	CZB040_161004_D00261_0367_ACA2LEANXX_2_SX-PE-095_1.fastq.gz	CZB040_161004_D00261_0367_ACA2LEANXX_2_SX-PE-095_2.fastq.gz
CZB042	161004_D00261_0367_ACA2LEANXX_2_SX-PE-071	CZB042_161004_D00261_0367_ACA2LEANXX_2_SX-PE-071_1.fastq.gz	CZB042_161004_D00261_0367_ACA2LEANXX_2_SX-PE-071_2.fastq.gz
CZB043	161004_D00261_0367_ACA2LEANXX_1_SX-PE-042	CZB043_161004_D00261_0367_ACA2LEANXX_1_SX-PE-042_1.fastq.gz	CZB043_161004_D00261_0367_ACA2LEANXX_1_SX-PE-042_2.fastq.gz
CZB044	161004_D00261_0367_ACA2LEANXX_1_SX-PE-080	CZB044_161004_D00261_0367_ACA2LEANXX_1_SX-PE-080_1.fastq.gz	CZB044_161004_D00261_0367_ACA2LEANXX_1_SX-PE-080_2.fastq.gz
CZB046	161004_D00261_0367_ACA2LEANXX_2_SX-PE-017	CZB046_161004_D00261_0367_ACA2LEANXX_2_SX-PE-017_1.fastq.gz	CZB046_161004_D00261_0367_ACA2LEANXX_2_SX-PE-017_2.fastq.gz
CZB050	161004_D00261_0367_ACA2LEANXX_4_SX-PE-078	CZB050_161004_D00261_0367_ACA2LEANXX_4_SX-PE-078_1.fastq.gz	CZB050_161004_D00261_0367_ACA2LEANXX_4_SX-PE-078_2.fastq.gz
CZB050	161020_D00261_0369_AC9WREANXX_4_SX-PE-078	CZB050_161020_D00261_0369_AC9WREANXX_4_SX-PE-078_1.fastq.gz	CZB050_161020_D00261_0369_AC9WREANXX_4_SX-PE-078_2.fastq.gz
CZB051	161004_D00261_0367_ACA2LEANXX_1_SX-PE-082	CZB051_161004_D00261_0367_ACA2LEANXX_1_SX-PE-082_1.fastq.gz	CZB051_161004_D00261_0367_ACA2LEANXX_1_SX-PE-082_2.fastq.gz
CZB052	161004_D00261_0367_ACA2LEANXX_1_SX-PE-007	CZB052_161004_D00261_0367_ACA2LEANXX_1_SX-PE-007_1.fastq.gz	CZB052_161004_D00261_0367_ACA2LEANXX_1_SX-PE-007_2.fastq.gz
CZB054	161004_D00261_0367_ACA2LEANXX_2_SX-PE-079	CZB054_161004_D00261_0367_ACA2LEANXX_2_SX-PE-079_1.fastq.gz	CZB054_161004_D00261_0367_ACA2LEANXX_2_SX-PE-079_2.fastq.gz
CZB055	161004_D00261_0367_ACA2LEANXX_2_SX-PE-058	CZB055_161004_D00261_0367_ACA2LEANXX_2_SX-PE-058_1.fastq.gz	CZB055_161004_D00261_0367_ACA2LEANXX_2_SX-PE-058_2.fastq.gz
CZB058	161004_D00261_0367_ACA2LEANXX_1_SX-PE-041	CZB058_161004_D00261_0367_ACA2LEANXX_1_SX-PE-041_1.fastq.gz	CZB058_161004_D00261_0367_ACA2LEANXX_1_SX-PE-041_2.fastq.gz
CZB060	161004_D00261_0367_ACA2LEANXX_2_SX-PE-034	CZB060_161004_D00261_0367_ACA2LEANXX_2_SX-PE-034_1.fastq.gz	CZB060_161004_D00261_0367_ACA2LEANXX_2_SX-PE-034_2.fastq.gz
CZB061	161004_D00261_0367_ACA2LEANXX_2_SX-PE-033	CZB061_161004_D00261_0367_ACA2LEANXX_2_SX-PE-033_1.fastq.gz	CZB061_161004_D00261_0367_ACA2LEANXX_2_SX-PE-033_2.fastq.gz
CZB062	161004_D00261_0367_ACA2LEANXX_4_SX-PE-053	CZB062_161004_D00261_0367_ACA2LEANXX_4_SX-PE-053_1.fastq.gz	CZB062_161004_D00261_0367_ACA2LEANXX_4_SX-PE-053_2.fastq.gz
CZB062	161020_D00261_0369_AC9WREANXX_4_SX-PE-053	CZB062_161020_D00261_0369_AC9WREANXX_4_SX-PE-053_1.fastq.gz	CZB062_161020_D00261_0369_AC9WREANXX_4_SX-PE-053_2.fastq.gz
CZB064	161004_D00261_0367_ACA2LEANXX_2_SX-PE-002	CZB064_161004_D00261_0367_ACA2LEANXX_2_SX-PE-002_1.fastq.gz	CZB064_161004_D00261_0367_ACA2LEANXX_2_SX-PE-002_2.fastq.gz
CZB065	161004_D00261_0367_ACA2LEANXX_3_SX-PE-083	CZB065_161004_D00261_0367_ACA2LEANXX_3_SX-PE-083_1.fastq.gz	CZB065_161004_D00261_0367_ACA2LEANXX_3_SX-PE-083_2.fastq.gz
CZB066	161004_D00261_0367_ACA2LEANXX_1_SX-PE-051	CZB066_161004_D00261_0367_ACA2LEANXX_1_SX-PE-051_1.fastq.gz	CZB066_161004_D00261_0367_ACA2LEANXX_1_SX-PE-051_2.fastq.gz
CZB067	161004_D00261_0367_ACA2LEANXX_4_SX-PE-029	CZB067_161004_D00261_0367_ACA2LEANXX_4_SX-PE-029_1.fastq.gz	CZB067_161004_D00261_0367_ACA2LEANXX_4_SX-PE-029_2.fastq.gz
CZB067	161020_D00261_0369_AC9WREANXX_4_SX-PE-029	CZB067_161020_D00261_0369_AC9WREANXX_4_SX-PE-029_1.fastq.gz	CZB067_161020_D00261_0369_AC9WREANXX_4_SX-PE-029_2.fastq.gz
CZB068	161004_D00261_0367_ACA2LEANXX_3_SX-PE-079	CZB068_161004_D00261_0367_ACA2LEANXX_3_SX-PE-079_1.fastq.gz	CZB068_161004_D00261_0367_ACA2LEANXX_3_SX-PE-079_2.fastq.gz
CZB069	161004_D00261_0367_ACA2LEANXX_1_SX-PE-070	CZB069_161004_D00261_0367_ACA2LEANXX_1_SX-PE-070_1.fastq.gz	CZB069_161004_D00261_0367_ACA2LEANXX_1_SX-PE-070_2.fastq.gz
CZB070	161004_D00261_0367_ACA2LEANXX_4_SX-PE-027	CZB070_161004_D00261_0367_ACA2LEANXX_4_SX-PE-027_1.fastq.gz	CZB070_161004_D00261_0367_ACA2LEANXX_4_SX-PE-027_2.fastq.gz
CZB070	161020_D00261_0369_AC9WREANXX_4_SX-PE-027	CZB070_161020_D00261_0369_AC9WREANXX_4_SX-PE-027_1.fastq.gz	CZB070_161020_D00261_0369_AC9WREANXX_4_SX-PE-027_2.fastq.gz
CZB071	161004_D00261_0367_ACA2LEANXX_1_SX-PE-032	CZB071_161004_D00261_0367_ACA2LEANXX_1_SX-PE-032_1.fastq.gz	CZB071_161004_D00261_0367_ACA2LEANXX_1_SX-PE-032_2.fastq.gz
CZB072	161004_D00261_0367_ACA2LEANXX_4_SX-PE-095	CZB072_161004_D00261_0367_ACA2LEANXX_4_SX-PE-095_1.fastq.gz	CZB072_161004_D00261_0367_ACA2LEANXX_4_SX-PE-095_2.fastq.gz
CZB072	161020_D00261_0369_AC9WREANXX_4_SX-PE-095	CZB072_161020_D00261_0369_AC9WREANXX_4_SX-PE-095_1.fastq.gz	CZB072_161020_D00261_0369_AC9WREANXX_4_SX-PE-095_2.fastq.gz
CZB074	161004_D00261_0367_ACA2LEANXX_2_SX-PE-075	CZB074_161004_D00261_0367_ACA2LEANXX_2_SX-PE-075_1.fastq.gz	CZB074_161004_D00261_0367_ACA2LEANXX_2_SX-PE-075_2.fastq.gz
CZB077	161004_D00261_0367_ACA2LEANXX_2_SX-PE-066	CZB077_161004_D00261_0367_ACA2LEANXX_2_SX-PE-066_1.fastq.gz	CZB077_161004_D00261_0367_ACA2LEANXX_2_SX-PE-066_2.fastq.gz
CZB080	161004_D00261_0367_ACA2LEANXX_3_SX-PE-047	CZB080_161004_D00261_0367_ACA2LEANXX_3_SX-PE-047_1.fastq.gz	CZB080_161004_D00261_0367_ACA2LEANXX_3_SX-PE-047_2.fastq.gz
CZB084	161004_D00261_0367_ACA2LEANXX_3_SX-PE-003	CZB084_161004_D00261_0367_ACA2LEANXX_3_SX-PE-003_1.fastq.gz	CZB084_161004_D00261_0367_ACA2LEANXX_3_SX-PE-003_2.fastq.gz
CZB087	161004_D00261_0367_ACA2LEANXX_3_SX-PE-043	CZB087_161004_D00261_0367_ACA2LEANXX_3_SX-PE-043_1.fastq.gz	CZB087_161004_D00261_0367_ACA2LEANXX_3_SX-PE-043_2.fastq.gz
CZB088	161004_D00261_0367_ACA2LEANXX_1_SX-PE-055	CZB088_161004_D00261_0367_ACA2LEANXX_1_SX-PE-055_1.fastq.gz	CZB088_161004_D00261_0367_ACA2LEANXX_1_SX-PE-055_2.fastq.gz
CZB090	161004_D00261_0367_ACA2LEANXX_2_SX-PE-063	CZB090_161004_D00261_0367_ACA2LEANXX_2_SX-PE-063_1.fastq.gz	CZB090_161004_D00261_0367_ACA2LEANXX_2_SX-PE-063_2.fastq.gz
CZB091	161004_D00261_0367_ACA2LEANXX_1_SX-PE-002	CZB091_161004_D00261_0367_ACA2LEANXX_1_SX-PE-002_1.fastq.gz	CZB091_161004_D00261_0367_ACA2LEANXX_1_SX-PE-002_2.fastq.gz
CZB095	161004_D00261_0367_ACA2LEANXX_1_SX-PE-088	CZB095_161004_D00261_0367_ACA2LEANXX_1_SX-PE-088_1.fastq.gz	CZB095_161004_D00261_0367_ACA2LEANXX_1_SX-PE-088_2.fastq.gz
CZB096	161004_D00261_0367_ACA2LEANXX_4_SX-PE-048	CZB096_161004_D00261_0367_ACA2LEANXX_4_SX-PE-048_1.fastq.gz	CZB096_161004_D00261_0367_ACA2LEANXX_4_SX-PE-048_2.fastq.gz
CZB096	161020_D00261_0369_AC9WREANXX_4_SX-PE-048	CZB096_161020_D00261_0369_AC9WREANXX_4_SX-PE-048_1.fastq.gz	CZB096_161020_D00261_0369_AC9WREANXX_4_SX-PE-048_2.fastq.gz
CZB098	161004_D00261_0367_ACA2LEANXX_1_SX-PE-029	CZB098_161004_D00261_0367_ACA2LEANXX_1_SX-PE-029_1.fastq.gz	CZB098_161004_D00261_0367_ACA2LEANXX_1_SX-PE-029_2.fastq.gz
CZB099	161004_D00261_0367_ACA2LEANXX_3_SX-PE-080	CZB099_161004_D00261_0367_ACA2LEANXX_3_SX-PE-080_1.fastq.gz	CZB099_161004_D00261_0367_ACA2LEANXX_3_SX-PE-080_2.fastq.gz
CZB100	161004_D00261_0367_ACA2LEANXX_1_SX-PE-031	CZB100_161004_D00261_0367_ACA2LEANXX_1_SX-PE-031_1.fastq.gz	CZB100_161004_D00261_0367_ACA2LEANXX_1_SX-PE-031_2.fastq.gz
CZB102	161004_D00261_0367_ACA2LEANXX_3_SX-PE-029	CZB102_161004_D00261_0367_ACA2LEANXX_3_SX-PE-029_1.fastq.gz	CZB102_161004_D00261_0367_ACA2LEANXX_3_SX-PE-029_2.fastq.gz
CZB106	161004_D00261_0367_ACA2LEANXX_2_SX-PE-056	CZB106_161004_D00261_0367_ACA2LEANXX_2_SX-PE-056_1.fastq.gz	CZB106_161004_D00261_0367_ACA2LEANXX_2_SX-PE-056_2.fastq.gz
CZB107	161004_D00261_0367_ACA2LEANXX_1_SX-PE-034	CZB107_161004_D00261_0367_ACA2LEANXX_1_SX-PE-034_1.fastq.gz	CZB107_161004_D00261_0367_ACA2LEANXX_1_SX-PE-034_2.fastq.gz
CZB108	161004_D00261_0367_ACA2LEANXX_2_SX-PE-045	CZB108_161004_D00261_0367_ACA2LEANXX_2_SX-PE-045_1.fastq.gz	CZB108_161004_D00261_0367_ACA2LEANXX_2_SX-PE-045_2.fastq.gz
CZB109	161004_D00261_0367_ACA2LEANXX_3_SX-PE-048	CZB109_161004_D00261_0367_ACA2LEANXX_3_SX-PE-048_1.fastq.gz	CZB109_161004_D00261_0367_ACA2LEANXX_3_SX-PE-048_2.fastq.gz
CZB110	161004_D00261_0367_ACA2LEANXX_1_SX-PE-078	CZB110_161004_D00261_0367_ACA2LEANXX_1_SX-PE-078_1.fastq.gz	CZB110_161004_D00261_0367_ACA2LEANXX_1_SX-PE-078_2.fastq.gz
CZB114	161004_D00261_0367_ACA2LEANXX_2_SX-PE-024	CZB114_161004_D00261_0367_ACA2LEANXX_2_SX-PE-024_1.fastq.gz	CZB114_161004_D00261_0367_ACA2LEANXX_2_SX-PE-024_2.fastq.gz
CZB115	161004_D00261_0367_ACA2LEANXX_3_SX-PE-014	CZB115_161004_D00261_0367_ACA2LEANXX_3_SX-PE-014_1.fastq.gz	CZB115_161004_D00261_0367_ACA2LEANXX_3_SX-PE-014_2.fastq.gz
CZB117	161004_D00261_0367_ACA2LEANXX_1_SX-PE-003	CZB117_161004_D00261_0367_ACA2LEANXX_1_SX-PE-003_1.fastq.gz	CZB117_161004_D00261_0367_ACA2LEANXX_1_SX-PE-003_2.fastq.gz
CZB118	161004_D00261_0367_ACA2LEANXX_2_SX-PE-015	CZB118_161004_D00261_0367_ACA2LEANXX_2_SX-PE-015_1.fastq.gz	CZB118_161004_D00261_0367_ACA2LEANXX_2_SX-PE-015_2.fastq.gz
CZB119	161004_D00261_0367_ACA2LEANXX_1_SX-PE-005	CZB119_161004_D00261_0367_ACA2LEANXX_1_SX-PE-005_1.fastq.gz	CZB119_161004_D00261_0367_ACA2LEANXX_1_SX-PE-005_2.fastq.gz
CZB120	161004_D00261_0367_ACA2LEANXX_4_SX-PE-093	CZB120_161004_D00261_0367_ACA2LEANXX_4_SX-PE-093_1.fastq.gz	CZB120_161004_D00261_0367_ACA2LEANXX_4_SX-PE-093_2.fastq.gz
CZB120	161020_D00261_0369_AC9WREANXX_4_SX-PE-093	CZB120_161020_D00261_0369_AC9WREANXX_4_SX-PE-093_1.fastq.gz	CZB120_161020_D00261_0369_AC9WREANXX_4_SX-PE-093_2.fastq.gz
CZB121	161004_D00261_0367_ACA2LEANXX_3_SX-PE-053	CZB121_161004_D00261_0367_ACA2LEANXX_3_SX-PE-053_1.fastq.gz	CZB121_161004_D00261_0367_ACA2LEANXX_3_SX-PE-053_2.fastq.gz
CZB122	161004_D00261_0367_ACA2LEANXX_4_SX-PE-007	CZB122_161004_D00261_0367_ACA2LEANXX_4_SX-PE-007_1.fastq.gz	CZB122_161004_D00261_0367_ACA2LEANXX_4_SX-PE-007_2.fastq.gz
CZB122	161020_D00261_0369_AC9WREANXX_4_SX-PE-007	CZB122_161020_D00261_0369_AC9WREANXX_4_SX-PE-007_1.fastq.gz	CZB122_161020_D00261_0369_AC9WREANXX_4_SX-PE-007_2.fastq.gz
CZB124	161004_D00261_0367_ACA2LEANXX_2_SX-PE-009	CZB124_161004_D00261_0367_ACA2LEANXX_2_SX-PE-009_1.fastq.gz	CZB124_161004_D00261_0367_ACA2LEANXX_2_SX-PE-009_2.fastq.gz
CZB125	161004_D00261_0367_ACA2LEANXX_1_SX-PE-035	CZB125_161004_D00261_0367_ACA2LEANXX_1_SX-PE-035_1.fastq.gz	CZB125_161004_D00261_0367_ACA2LEANXX_1_SX-PE-035_2.fastq.gz
CZB126	161004_D00261_0367_ACA2LEANXX_2_SX-PE-091	CZB126_161004_D00261_0367_ACA2LEANXX_2_SX-PE-091_1.fastq.gz	CZB126_161004_D00261_0367_ACA2LEANXX_2_SX-PE-091_2.fastq.gz
CZB128	161004_D00261_0367_ACA2LEANXX_1_SX-PE-017	CZB128_161004_D00261_0367_ACA2LEANXX_1_SX-PE-017_1.fastq.gz	CZB128_161004_D00261_0367_ACA2LEANXX_1_SX-PE-017_2.fastq.gz
CZB129	161004_D00261_0367_ACA2LEANXX_1_SX-PE-064	CZB129_161004_D00261_0367_ACA2LEANXX_1_SX-PE-064_1.fastq.gz	CZB129_161004_D00261_0367_ACA2LEANXX_1_SX-PE-064_2.fastq.gz
CZB134	161004_D00261_0367_ACA2LEANXX_2_SX-PE-047	CZB134_161004_D00261_0367_ACA2LEANXX_2_SX-PE-047_1.fastq.gz	CZB134_161004_D00261_0367_ACA2LEANXX_2_SX-PE-047_2.fastq.gz
CZB135	161004_D00261_0367_ACA2LEANXX_2_SX-PE-037	CZB135_161004_D00261_0367_ACA2LEANXX_2_SX-PE-037_1.fastq.gz	CZB135_161004_D00261_0367_ACA2LEANXX_2_SX-PE-037_2.fastq.gz
CZB138	161004_D00261_0367_ACA2LEANXX_4_SX-PE-005	CZB138_161004_D00261_0367_ACA2LEANXX_4_SX-PE-005_1.fastq.gz	CZB138_161004_D00261_0367_ACA2LEANXX_4_SX-PE-005_2.fastq.gz
CZB138	161020_D00261_0369_AC9WREANXX_4_SX-PE-005	CZB138_161020_D00261_0369_AC9WREANXX_4_SX-PE-005_1.fastq.gz	CZB138_161020_D00261_0369_AC9WREANXX_4_SX-PE-005_2.fastq.gz
CZB139	161004_D00261_0367_ACA2LEANXX_3_SX-PE-037	CZB139_161004_D00261_0367_ACA2LEANXX_3_SX-PE-037_1.fastq.gz	CZB139_161004_D00261_0367_ACA2LEANXX_3_SX-PE-037_2.fastq.gz
CZB140	161004_D00261_0367_ACA2LEANXX_4_SX-PE-023	CZB140_161004_D00261_0367_ACA2LEANXX_4_SX-PE-023_1.fastq.gz	CZB140_161004_D00261_0367_ACA2LEANXX_4_SX-PE-023_2.fastq.gz
CZB140	161020_D00261_0369_AC9WREANXX_4_SX-PE-023	CZB140_161020_D00261_0369_AC9WREANXX_4_SX-PE-023_1.fastq.gz	CZB140_161020_D00261_0369_AC9WREANXX_4_SX-PE-023_2.fastq.gz
CZB142	161004_D00261_0367_ACA2LEANXX_4_SX-PE-085	CZB142_161004_D00261_0367_ACA2LEANXX_4_SX-PE-085_1.fastq.gz	CZB142_161004_D00261_0367_ACA2LEANXX_4_SX-PE-085_2.fastq.gz
CZB142	161020_D00261_0369_AC9WREANXX_4_SX-PE-085	CZB142_161020_D00261_0369_AC9WREANXX_4_SX-PE-085_1.fastq.gz	CZB142_161020_D00261_0369_AC9WREANXX_4_SX-PE-085_2.fastq.gz
CZB144	161004_D00261_0367_ACA2LEANXX_1_SX-PE-063	CZB144_161004_D00261_0367_ACA2LEANXX_1_SX-PE-063_1.fastq.gz	CZB144_161004_D00261_0367_ACA2LEANXX_1_SX-PE-063_2.fastq.gz
CZB145	161004_D00261_0367_ACA2LEANXX_3_SX-PE-009	CZB145_161004_D00261_0367_ACA2LEANXX_3_SX-PE-009_1.fastq.gz	CZB145_161004_D00261_0367_ACA2LEANXX_3_SX-PE-009_2.fastq.gz
CZB146	161004_D00261_0367_ACA2LEANXX_3_SX-PE-087	CZB146_161004_D00261_0367_ACA2LEANXX_3_SX-PE-087_1.fastq.gz	CZB146_161004_D00261_0367_ACA2LEANXX_3_SX-PE-087_2.fastq.gz
CZB148	161004_D00261_0367_ACA2LEANXX_2_SX-PE-067	CZB148_161004_D00261_0367_ACA2LEANXX_2_SX-PE-067_1.fastq.gz	CZB148_161004_D00261_0367_ACA2LEANXX_2_SX-PE-067_2.fastq.gz
CZB149	161004_D00261_0367_ACA2LEANXX_2_SX-PE-022	CZB149_161004_D00261_0367_ACA2LEANXX_2_SX-PE-022_1.fastq.gz	CZB149_161004_D00261_0367_ACA2LEANXX_2_SX-PE-022_2.fastq.gz
CZB150	161004_D00261_0367_ACA2LEANXX_3_SX-PE-028	CZB150_161004_D00261_0367_ACA2LEANXX_3_SX-PE-028_1.fastq.gz	CZB150_161004_D00261_0367_ACA2LEANXX_3_SX-PE-028_2.fastq.gz
CZB156	161004_D00261_0367_ACA2LEANXX_2_SX-PE-085	CZB156_161004_D00261_0367_ACA2LEANXX_2_SX-PE-085_1.fastq.gz	CZB156_161004_D00261_0367_ACA2LEANXX_2_SX-PE-085_2.fastq.gz
CZB158	161004_D00261_0367_ACA2LEANXX_1_SX-PE-039	CZB158_161004_D00261_0367_ACA2LEANXX_1_SX-PE-039_1.fastq.gz	CZB158_161004_D00261_0367_ACA2LEANXX_1_SX-PE-039_2.fastq.gz
CZB159	161004_D00261_0367_ACA2LEANXX_3_SX-PE-066	CZB159_161004_D00261_0367_ACA2LEANXX_3_SX-PE-066_1.fastq.gz	CZB159_161004_D00261_0367_ACA2LEANXX_3_SX-PE-066_2.fastq.gz
CZB160	161004_D00261_0367_ACA2LEANXX_2_SX-PE-032	CZB160_161004_D00261_0367_ACA2LEANXX_2_SX-PE-032_1.fastq.gz	CZB160_161004_D00261_0367_ACA2LEANXX_2_SX-PE-032_2.fastq.gz
CZB161	161004_D00261_0367_ACA2LEANXX_2_SX-PE-004	CZB161_161004_D00261_0367_ACA2LEANXX_2_SX-PE-004_1.fastq.gz	CZB161_161004_D00261_0367_ACA2LEANXX_2_SX-PE-004_2.fastq.gz
CZB164	161004_D00261_0367_ACA2LEANXX_2_SX-PE-027	CZB164_161004_D00261_0367_ACA2LEANXX_2_SX-PE-027_1.fastq.gz	CZB164_161004_D00261_0367_ACA2LEANXX_2_SX-PE-027_2.fastq.gz
CZB165	161004_D00261_0367_ACA2LEANXX_1_SX-PE-075	CZB165_161004_D00261_0367_ACA2LEANXX_1_SX-PE-075_1.fastq.gz	CZB165_161004_D00261_0367_ACA2LEANXX_1_SX-PE-075_2.fastq.gz
CZB166	161004_D00261_0367_ACA2LEANXX_2_SX-PE-039	CZB166_161004_D00261_0367_ACA2LEANXX_2_SX-PE-039_1.fastq.gz	CZB166_161004_D00261_0367_ACA2LEANXX_2_SX-PE-039_2.fastq.gz
CZB167	161004_D00261_0367_ACA2LEANXX_3_SX-PE-069	CZB167_161004_D00261_0367_ACA2LEANXX_3_SX-PE-069_1.fastq.gz	CZB167_161004_D00261_0367_ACA2LEANXX_3_SX-PE-069_2.fastq.gz
CZB168	161004_D00261_0367_ACA2LEANXX_3_SX-PE-095	CZB168_161004_D00261_0367_ACA2LEANXX_3_SX-PE-095_1.fastq.gz	CZB168_161004_D00261_0367_ACA2LEANXX_3_SX-PE-095_2.fastq.gz
CZB169	161004_D00261_0367_ACA2LEANXX_2_SX-PE-040	CZB169_161004_D00261_0367_ACA2LEANXX_2_SX-PE-040_1.fastq.gz	CZB169_161004_D00261_0367_ACA2LEANXX_2_SX-PE-040_2.fastq.gz
CZB170	161004_D00261_0367_ACA2LEANXX_2_SX-PE-081	CZB170_161004_D00261_0367_ACA2LEANXX_2_SX-PE-081_1.fastq.gz	CZB170_161004_D00261_0367_ACA2LEANXX_2_SX-PE-081_2.fastq.gz
CZB174	161004_D00261_0367_ACA2LEANXX_4_SX-PE-065	CZB174_161004_D00261_0367_ACA2LEANXX_4_SX-PE-065_1.fastq.gz	CZB174_161004_D00261_0367_ACA2LEANXX_4_SX-PE-065_2.fastq.gz
CZB174	161020_D00261_0369_AC9WREANXX_4_SX-PE-065	CZB174_161020_D00261_0369_AC9WREANXX_4_SX-PE-065_1.fastq.gz	CZB174_161020_D00261_0369_AC9WREANXX_4_SX-PE-065_2.fastq.gz
CZB175	161004_D00261_0367_ACA2LEANXX_3_SX-PE-064	CZB175_161004_D00261_0367_ACA2LEANXX_3_SX-PE-064_1.fastq.gz	CZB175_161004_D00261_0367_ACA2LEANXX_3_SX-PE-064_2.fastq.gz
CZB176	161004_D00261_0367_ACA2LEANXX_4_SX-PE-070	CZB176_161004_D00261_0367_ACA2LEANXX_4_SX-PE-070_1.fastq.gz	CZB176_161004_D00261_0367_ACA2LEANXX_4_SX-PE-070_2.fastq.gz
CZB176	161020_D00261_0369_AC9WREANXX_4_SX-PE-070	CZB176_161020_D00261_0369_AC9WREANXX_4_SX-PE-070_1.fastq.gz	CZB176_161020_D00261_0369_AC9WREANXX_4_SX-PE-070_2.fastq.gz
CZB177	161004_D00261_0367_ACA2LEANXX_4_SX-PE-059	CZB177_161004_D00261_0367_ACA2LEANXX_4_SX-PE-059_1.fastq.gz	CZB177_161004_D00261_0367_ACA2LEANXX_4_SX-PE-059_2.fastq.gz
CZB177	161020_D00261_0369_AC9WREANXX_4_SX-PE-059	CZB177_161020_D00261_0369_AC9WREANXX_4_SX-PE-059_1.fastq.gz	CZB177_161020_D00261_0369_AC9WREANXX_4_SX-PE-059_2.fastq.gz
CZB178	161004_D00261_0367_ACA2LEANXX_3_SX-PE-093	CZB178_161004_D00261_0367_ACA2LEANXX_3_SX-PE-093_1.fastq.gz	CZB178_161004_D00261_0367_ACA2LEANXX_3_SX-PE-093_2.fastq.gz
CZB179	161004_D00261_0367_ACA2LEANXX_2_SX-PE-070	CZB179_161004_D00261_0367_ACA2LEANXX_2_SX-PE-070_1.fastq.gz	CZB179_161004_D00261_0367_ACA2LEANXX_2_SX-PE-070_2.fastq.gz
CZB180	161004_D00261_0367_ACA2LEANXX_1_SX-PE-067	CZB180_161004_D00261_0367_ACA2LEANXX_1_SX-PE-067_1.fastq.gz	CZB180_161004_D00261_0367_ACA2LEANXX_1_SX-PE-067_2.fastq.gz
CZB182	161004_D00261_0367_ACA2LEANXX_4_SX-PE-066	CZB182_161004_D00261_0367_ACA2LEANXX_4_SX-PE-066_1.fastq.gz	CZB182_161004_D00261_0367_ACA2LEANXX_4_SX-PE-066_2.fastq.gz
